"CUT","SEQ","BUNDLE","BUNDLEX","BUNCUT","STYLE","COLOR","ROOMNUMBER","WEIGHT","WIDTH","SIZE","QUANTITY","FIRSTTK","LASTTK","SHADE","STATUS","BUNDPRINTE","BOXDATE","BOX","FWIDTH","FLENGTH","ADFABRIC","FORMULA1","XTRA1","XTRA2","RS","FULLN","PNL","RTN","RPT","OC","cut.dbc","","","","","","",""
"TEST11","","1736","2","32","STYLE1","BLACK","","NaN","","LB","10","497","512","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1737","3","33","STYLE1","BLACK","","NaN","","LB","10","513","528","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1738","1","34","STYLE1","BLACK","","NaN","","LC","10","529","544","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1739","2","35","STYLE1","BLACK","","NaN","","LC","10","545","560","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1740","3","36","STYLE1","BLACK","","NaN","","LC","10","561","576","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1741","1","37","STYLE1","BLACK","","NaN","","LD","10","577","592","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1742","2","38","STYLE1","BLACK","","NaN","","LD","10","593","608","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1743","3","39","STYLE1","BLACK","","NaN","","LD","10","609","624","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1744","1","40","STYLE1","BLACK","","NaN","","LE","9","625","640","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1745","2","41","STYLE1","BLACK","","NaN","","LE","9","641","656","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST11","","1746","3","42","STYLE1","BLACK","","NaN","","LE","9","657","672","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST2","","1747","1","1","STYLE1","BLACK","","NaN","","M","11","673","688","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST2","","1748","2","2","STYLE1","BLACK","","NaN","","M","11","689","704","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST2","","1749","1","3","STYLE1","BLACK","","NaN","","L","10","705","720","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST2","","1750","2","4","STYLE1","BLACK","","NaN","","L","10","721","736","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1751","1","1","STYLE1","BLACK","","NaN","","M","11","737","752","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1752","2","2","STYLE1","BLACK","","NaN","","M","11","753","768","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1753","1","3","STYLE1","BLACK","","NaN","","MA","11","769","784","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1754","2","4","STYLE1","BLACK","","NaN","","MA","11","785","800","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1755","1","5","STYLE1","BLACK","","NaN","","MB","12","801","816","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1756","2","6","STYLE1","BLACK","","NaN","","MB","12","817","832","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1757","1","7","STYLE1","BLACK","","NaN","","MC","12","833","848","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1758","2","8","STYLE1","BLACK","","NaN","","MC","12","849","864","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1759","1","9","STYLE1","BLACK","","NaN","","MD","11","865","880","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1760","2","10","STYLE1","BLACK","","NaN","","MD","11","881","896","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1761","1","11","STYLE1","BLACK","","NaN","","ME","11","897","912","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1762","2","12","STYLE1","BLACK","","NaN","","ME","11","913","928","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1763","1","13","STYLE1","BLACK","","NaN","","MF","10","929","944","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1764","2","14","STYLE1","BLACK","","NaN","","MF","10","945","960","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1765","1","15","STYLE1","BLACK","","NaN","","MG","10","961","976","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1766","2","16","STYLE1","BLACK","","NaN","","MG","10","977","992","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1767","1","17","STYLE1","BLACK","","NaN","","L","10","993","1008","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1768","2","18","STYLE1","BLACK","","NaN","","L","10","1009","1024","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1769","1","19","STYLE1","BLACK","","NaN","","LA","10","1025","1040","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1770","2","20","STYLE1","BLACK","","NaN","","LA","10","1041","1056","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1771","1","21","STYLE1","BLACK","","NaN","","LB","10","1057","1072","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1772","2","22","STYLE1","BLACK","","NaN","","LB","10","1073","1088","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1773","1","23","STYLE1","BLACK","","NaN","","LC","10","1089","1104","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1774","2","24","STYLE1","BLACK","","NaN","","LC","10","1105","1120","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1775","1","25","STYLE1","BLACK","","NaN","","LD","10","1121","1136","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1776","2","26","STYLE1","BLACK","","NaN","","LD","10","1137","1152","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1777","1","27","STYLE1","BLACK","","NaN","","LE","9","1153","1168","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TEST3","","1778","2","28","STYLE1","BLACK","","NaN","","LE","9","1169","1184","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1779","1","1","CSLG06","BLACK","","NaN","","M","11","1185","1212","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1780","1","2","CSLG06","BLACK","","NaN","","MA","11","1213","1240","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1781","1","3","CSLG06","BLACK","","NaN","","MB","12","1241","1268","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1782","1","4","CSLG06","BLACK","","NaN","","MC","12","1269","1296","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1783","1","5","CSLG06","BLACK","","NaN","","MD","11","1297","1324","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1784","1","6","CSLG06","BLACK","","NaN","","ME","11","1325","1352","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1785","1","7","CSLG06","BLACK","","NaN","","MF","10","1353","1380","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1786","1","8","CSLG06","BLACK","","NaN","","MG","10","1381","1408","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1787","1","9","CSLG06","BLACK","","NaN","","L","10","1409","1436","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1788","1","10","CSLG06","BLACK","","NaN","","LA","10","1437","1464","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTB","","1789","1","11","CSLG06","BLACK","","NaN","","LB","10","1465","1492","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1790","1","1","CSLG06","BLACK","","NaN","","M","9","1493","1506","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1791","1","2","CSLG06","BLACK","","NaN","","MA","9","1507","1520","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1792","1","3","CSLG06","BLACK","","NaN","","MB","9","1521","1534","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1793","1","4","CSLG06","BLACK","","NaN","","MC","9","1535","1548","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1794","1","5","CSLG06","BLACK","","NaN","","MD","9","1549","1562","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1795","1","6","CSLG06","BLACK","","NaN","","ME","9","1563","1576","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1796","1","7","CSLG06","BLACK","","NaN","","MF","9","1577","1590","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1797","1","8","CSLG06","BLACK","","NaN","","MG","9","1591","1604","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1798","1","9","CSLG06","BLACK","","NaN","","L","9","1605","1618","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1799","1","10","CSLG06","BLACK","","NaN","","LA","9","1619","1632","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1800","1","11","CSLG06","BLACK","","NaN","","LB","9","1633","1646","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1801","1","12","CSLG06","BLACK","","NaN","","LC","9","1647","1660","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1802","1","13","CSLG06","BLACK","","NaN","","LD","9","1661","1674","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"TESTM","","1803","1","14","CSLG06","BLACK","","NaN","","LE","9","1675","1688","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1804","1","1","CSLG06","BLACK","","NaN","","M","11","1689","1702","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1805","2","2","CSLG06","BLACK","","NaN","","M","11","1703","1716","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1806","3","3","CSLG06","BLACK","","NaN","","M","11","1717","1730","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1807","4","4","CSLG06","BLACK","","NaN","","M","11","1731","1744","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1808","5","5","CSLG06","BLACK","","NaN","","M","11","1745","1758","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1809","6","6","CSLG06","BLACK","","NaN","","M","11","1759","1772","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1810","1","7","CSLG06","BLACK","","NaN","","MA","11","1773","1786","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1811","2","8","CSLG06","BLACK","","NaN","","MA","11","1787","1800","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1812","3","9","CSLG06","BLACK","","NaN","","MA","11","1801","1814","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1813","4","10","CSLG06","BLACK","","NaN","","MA","11","1815","1828","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1814","5","11","CSLG06","BLACK","","NaN","","MA","11","1829","1842","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1815","6","12","CSLG06","BLACK","","NaN","","MA","11","1843","1856","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1816","1","13","CSLG06","BLACK","","NaN","","MB","12","1857","1870","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1817","2","14","CSLG06","BLACK","","NaN","","MB","12","1871","1884","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1818","3","15","CSLG06","BLACK","","NaN","","MB","12","1885","1898","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1819","4","16","CSLG06","BLACK","","NaN","","MB","12","1899","1912","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1820","5","17","CSLG06","BLACK","","NaN","","MB","12","1913","1926","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1821","6","18","CSLG06","BLACK","","NaN","","MB","12","1927","1940","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1822","1","19","CSLG06","BLACK","","NaN","","MC","12","1941","1954","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1823","2","20","CSLG06","BLACK","","NaN","","MC","12","1955","1968","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1824","3","21","CSLG06","BLACK","","NaN","","MC","12","1969","1982","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1825","4","22","CSLG06","BLACK","","NaN","","MC","12","1983","1996","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1826","5","23","CSLG06","BLACK","","NaN","","MC","12","1997","2010","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1827","6","24","CSLG06","BLACK","","NaN","","MC","12","2011","2024","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1828","1","25","CSLG06","BLACK","","NaN","","MD","11","2025","2038","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1829","2","26","CSLG06","BLACK","","NaN","","MD","11","2039","2052","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1830","3","27","CSLG06","BLACK","","NaN","","MD","11","2053","2066","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1831","4","28","CSLG06","BLACK","","NaN","","MD","11","2067","2080","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1832","5","29","CSLG06","BLACK","","NaN","","MD","11","2081","2094","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1833","6","30","CSLG06","BLACK","","NaN","","MD","11","2095","2108","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1834","1","31","CSLG06","BLACK","","NaN","","ME","11","2109","2122","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1835","2","32","CSLG06","BLACK","","NaN","","ME","11","2123","2136","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1836","3","33","CSLG06","BLACK","","NaN","","ME","11","2137","2150","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1837","4","34","CSLG06","BLACK","","NaN","","ME","11","2151","2164","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1838","5","35","CSLG06","BLACK","","NaN","","ME","11","2165","2178","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1839","6","36","CSLG06","BLACK","","NaN","","ME","11","2179","2192","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1840","1","37","CSLG06","BLACK","","NaN","","MF","10","2193","2206","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1841","2","38","CSLG06","BLACK","","NaN","","MF","10","2207","2220","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1842","3","39","CSLG06","BLACK","","NaN","","MF","10","2221","2234","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1843","4","40","CSLG06","BLACK","","NaN","","MF","10","2235","2248","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1844","5","41","CSLG06","BLACK","","NaN","","MF","10","2249","2262","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1845","6","42","CSLG06","BLACK","","NaN","","MF","10","2263","2276","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1846","1","43","CSLG06","BLACK","","NaN","","MG","10","2277","2290","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1847","2","44","CSLG06","BLACK","","NaN","","MG","10","2291","2304","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1848","3","45","CSLG06","BLACK","","NaN","","MG","10","2305","2318","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1849","4","46","CSLG06","BLACK","","NaN","","MG","10","2319","2332","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1850","5","47","CSLG06","BLACK","","NaN","","MG","10","2333","2346","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1851","6","48","CSLG06","BLACK","","NaN","","MG","10","2347","2360","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1852","1","49","CSLG06","BLACK","","NaN","","L","10","2361","2374","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1853","2","50","CSLG06","BLACK","","NaN","","L","10","2375","2388","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1854","3","51","CSLG06","BLACK","","NaN","","L","10","2389","2402","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1855","4","52","CSLG06","BLACK","","NaN","","L","10","2403","2416","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1856","5","53","CSLG06","BLACK","","NaN","","L","10","2417","2430","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1857","6","54","CSLG06","BLACK","","NaN","","L","10","2431","2444","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1858","1","55","CSLG06","BLACK","","NaN","","LA","10","2445","2458","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1859","2","56","CSLG06","BLACK","","NaN","","LA","10","2459","2472","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1860","3","57","CSLG06","BLACK","","NaN","","LA","10","2473","2486","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1861","4","58","CSLG06","BLACK","","NaN","","LA","10","2487","2500","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1862","5","59","CSLG06","BLACK","","NaN","","LA","10","2501","2514","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1863","6","60","CSLG06","BLACK","","NaN","","LA","10","2515","2528","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1864","1","61","CSLG06","BLACK","","NaN","","LB","10","2529","2542","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1865","2","62","CSLG06","BLACK","","NaN","","LB","10","2543","2556","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1866","3","63","CSLG06","BLACK","","NaN","","LB","10","2557","2570","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1867","4","64","CSLG06","BLACK","","NaN","","LB","10","2571","2584","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1868","5","65","CSLG06","BLACK","","NaN","","LB","10","2585","2598","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1869","6","66","CSLG06","BLACK","","NaN","","LB","10","2599","2612","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1870","1","67","CSLG06","BLACK","","NaN","","LC","10","2613","2626","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1871","2","68","CSLG06","BLACK","","NaN","","LC","10","2627","2640","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1872","3","69","CSLG06","BLACK","","NaN","","LC","10","2641","2654","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1873","4","70","CSLG06","BLACK","","NaN","","LC","10","2655","2668","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1874","5","71","CSLG06","BLACK","","NaN","","LC","10","2669","2682","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1875","6","72","CSLG06","BLACK","","NaN","","LC","10","2683","2696","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1876","1","73","CSLG06","BLACK","","NaN","","LD","10","2697","2710","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1877","2","74","CSLG06","BLACK","","NaN","","LD","10","2711","2724","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1878","3","75","CSLG06","BLACK","","NaN","","LD","10","2725","2738","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1879","4","76","CSLG06","BLACK","","NaN","","LD","10","2739","2752","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1880","5","77","CSLG06","BLACK","","NaN","","LD","10","2753","2766","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1881","6","78","CSLG06","BLACK","","NaN","","LD","10","2767","2780","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1882","1","79","CSLG06","BLACK","","NaN","","LE","9","2781","2794","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1883","2","80","CSLG06","BLACK","","NaN","","LE","9","2795","2808","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1884","3","81","CSLG06","BLACK","","NaN","","LE","9","2809","2822","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1885","4","82","CSLG06","BLACK","","NaN","","LE","9","2823","2836","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1886","5","83","CSLG06","BLACK","","NaN","","LE","9","2837","2850","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","","1887","6","84","CSLG06","BLACK","","NaN","","LE","9","2851","2864","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","1","1888","NaN","1","SPREAD","BLACK","","NaN","","ALL","60","2865","2865","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","1","1889","NaN","2","SPREAD","BLACK","","NaN","","ALL","80","2866","2866","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","1","1890","NaN","3","SPREAD","BLACK","","NaN","","ALL","40","2867","2867","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","1","1891","NaN","4","SPREAD","BLACK","","NaN","","ALL","70","2868","2868","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
